query,clean_text,time,is_question,query_length,label
Mere aehsaan ka,mere aehsaan ka,2025-09-04 17:08:00,0,3,0
"In practice, how secure is a tenured position in the US?,Educational",in practice how secure is a tenured position in the us educational,1329426358,1,12,3
"How to proceed when PhD advisor leaves academia or moves to a new university midway?,Educational",how to proceed when phd advisor leaves academia or moves to a new university midway educational,1334735683,1,16,3
write a node.js express server that connect to mongodb database,write a nodejs express server that connect to mongodb database,2026-02-19 19:34:07,0,10,1
Inshallah,inshallah,2025-07-03 21:05:00,0,1,0
Error: Getter not found: '_buildImageBox',error getter not found buildimagebox,2026-01-13 22:53:59,0,5,2
"Article that shows the complete publication history of acceptances and rejections of a successful academic,Educational",article that shows the complete publication history of acceptances and rejections of a successful academic educational,1394172928,0,16,3
can u create a python program that scrapes data from a website,can u create a python program that scrapes data from a website,2026-03-22 07:49:10,1,12,1
knock knock,knock knock,2026-03-10 22:07:00,0,2,0
use torch to define a simple neural network,use torch to define a simple neural network,2025-09-17 23:18:05,0,8,1
"Why does research on the busy beaver function get funded?,Educational",why does research on the busy beaver function get funded educational,1497468503,1,11,3
what is the advantage of using rigorous 2PL than strict 2PL?,what is the advantage of using rigorous 2pl than strict 2pl,2026-04-01 02:10:57,1,11,4
"can there be the reason there isnt enough space for heap allocation for my exception, if yes tell me how can I make sure of it",can there be the reason there isnt enough space for heap allocation for my exception if yes tell me how can i make sure of it,2025-11-14 00:12:29,1,26,2
can u implement a define a simple neural network model in pytorch,can u implement a define a simple neural network model in pytorch,2025-08-07 00:40:03,1,12,1
is this correct:,is this correct,2025-03-17 19:47:55,1,3,2
"Why do tenured professors still publish in pay-walled venues?,Educational",why do tenured professors still publish in pay walled venues educational,1439917795,1,11,3
write a pytorch script to implement attention mechanism,write a pytorch script to implement attention mechanism,2025-08-09 12:53:38,0,8,1
"Why do people do postdoc(s) when they can already do research as a professor?,Educational",why do people do postdoc s when they can already do research as a professor educational,1486736967,1,16,3
write a c++ code to handle use pthreads for multithreading,write a c code to handle use pthreads for multithreading,2024-12-29 20:15:00,0,10,1
Shukran 😭,shukran,2024-03-22 06:23:00,0,1,0
what happens when a constraint is failed?,what happens when a constraint is failed,2026-03-10 21:04:04,1,7,4
"How do so many people here on Academia.SE, and in general, afford lavish higher education programs?,Educational",how do so many people here on academia se and in general afford lavish higher education programs educational,1533135156,1,18,3
is this composition association or aggregation?,is this composition association or aggregation,2025-05-21 18:10:38,1,6,4
what is atomicity?,what is atomicity,2025-03-15 20:42:32,1,3,4
"Implement bootstrap_sample(X, y) that: Sample N indices randomly with replacement from range(N) where N = len(X) Use np.random.choice(N, size=N, replace=True) Return three things: X_boot, y_boot, and oob_indices (the indices NOT selected) explain this",implement bootstrapsamplex y that sample n indices randomly with replacement from rangen where n lenx use nprandomchoicen sizen replacetrue return three things xboot yboot and oobindices the indices not selected explain this,2026-03-06 05:18:43,0,32,1
why this isnt working,why this isnt working,2025-08-12 18:00:54,1,4,2
implement a detect cycle in linked list in python,implement a detect cycle in linked list in python,2025-06-17 01:56:41,0,9,1
that makes 2 of us,that makes 2 of us,2026-03-11 03:44:00,0,5,0
Easy scene ha,easy scene ha,2025-08-22 21:44:00,0,3,0
"How true is the stereotype that PhD graduates are overqualified?,Educational",how true is the stereotype that phd graduates are overqualified educational,1432533284,1,11,3
"How to make thesis-writing feel less tedious?,Educational",how to make thesis writing feel less tedious educational,1421960447,1,9,3
hogyi to theek nhi te rabbu ayi pher,hogyi to theek nhi te rabbu ayi pher,2025-11-04 19:04:00,0,8,0
can you generate again test cases for complex queries but make sure that after signup you have to login to get user_id and client_id and also when you insert something it does not return anything,can you generate again test cases for complex queries but make sure that after signup you have to login to get userid and clientid and also when you insert something it does not return anything,2026-03-12 06:17:21,1,35,1
write a program to generate a random password using fork,write a program to generate a random password using fork,2025-01-28 23:38:59,0,10,1
"At how many citations should I make my Google Scholar profile public?,Educational",at how many citations should i make my google scholar profile public educational,1451541413,1,13,3
create a table in it named students,create a table in it named students,2025-11-25 13:53:21,0,7,1
Build the Flet client for my server,build the flet client for my server,2025-12-30 22:18:10,0,7,1
oky,oky,2025-03-08 14:16:00,0,1,0
python3 ui.py /home/hanan/Projects/c++/sem-project/ui.py:269: DeprecationWarning: app() is deprecated since version 0.70.0. Use run() instead.   ft.app(target=main) Installing flet-desktop 0.80.0 package...OK /home/hanan/.flet/bin/flet-/flet/flet: error while loading shared libraries: libmpv.so.2: cannot open shared object file: No such file or directory,python3 ui py home hanan projects c sem project ui py 269 deprecationwarning app is deprecated since version 0 70 0 use run instead ft app target main installing flet desktop 0 80 0 package ok home hanan flet bin flet flet flet error while loading shared libraries libmpv so 2 cannot open shared object file no such file or directory,2025-12-30 22:24:42,0,61,2
jeoo,jeoo,2025-12-07 14:17:00,0,1,0
"How do Academic Journals protect against empirical results given by bugs?,Educational",how do academic journals protect against empirical results given by bugs educational,1394748910,1,12,3
write a c++ program to implement longest common substring,write a c program to implement longest common substring,2026-04-12 18:51:42,0,9,1
implement a c++ class for uses std::sort with custom comparator,implement a c class for uses stdsort with custom comparator,2025-02-09 11:23:26,0,10,1
"unordered_map<vector<int>, vector<int>> parent; error",unordered map vector int vector int parent error,2025-09-18 21:07:06,0,8,2
its giving error on server.js,its giving error on server js,2025-04-19 05:37:23,0,6,2
what is meant by forier transformation of a function,what is meant by forier transformation of a function,2025-05-30 23:33:14,1,9,4
Baat sun,baat sun,2024-06-28 15:10:00,0,2,0
How do I ignore an error on &#39;git pull&#39; about my local changes would be overwritten by merge?,how do i ignore an error on 39 git pull 39 about my local changes would be overwritten by merge,2013-01-14 17:14:43,1,20,2
use pandas to implements a linked list from scratch,use pandas to implements a linked list from scratch,2025-06-14 09:53:54,0,9,1
"How to handle a colleague who hasn&#39;t pulled their weight,Educational",how to handle a colleague who hasn 39 t pulled their weight educational,1398726514,1,13,3
this has compiler error saying that Error: Non-nullable variable must be assigned before it can be used,this has compiler error saying that error non nullable variable must be assigned before it can be used,2026-03-14 13:11:03,0,18,2
give me a python code example for implements a linked list from scratch 1. First requirement here 2. Second requirement here 3. Third requirement here,give me a python code example for implements a linked list from scratch 1 first requirement here 2 second requirement here 3 third requirement here,2025-02-01 18:45:56,0,25,1
now can you generate a complete server.js through which I can test if my backend is working as expected or not,now can you generate a complete serverjs through which i can test if my backend is working as expected or not,2026-03-12 01:56:53,0,21,1
does the pair is made using template class,does the pair is made using template class,2025-05-22 13:38:48,1,8,4
"How do I ensure that a search committee won&#39;t contact my current colleagues (that are not references) to ask about me?,Educational",how do i ensure that a search committee won 39 t contact my current colleagues that are not references to ask about me educational,1546886783,1,24,3
side length of Brown square,side length of brown square,2024-10-25 20:47:13,0,5,4
Link to the issue number on GitHub within a commit message,link to the issue number on github within a commit message,2009-11-06 17:27:52,0,11,2
what is MIB table,what is mib table,2025-12-11 20:03:01,1,4,4
can u modify this code such that it tells percentage strongness of password and than suggest changes to make it strong,can u modify this code such that it tells percentage strongness of password and than suggest changes to make it strong,2024-10-22 19:52:20,1,21,1
there must be some issue because i am still able to ping google.com on another terminal,there must be some issue because i am still able to ping google com on another terminal,2026-03-14 18:27:17,0,17,2
"how to use AST to detect if the query has  const DISALLOWED_KEYWORDS = [     'CREATE', 'ALTER', 'DROP', 'TRUNCATE', 'RENAME',     'GRANT', 'REVOKE', 'COMMIT', 'ROLLBACK', 'SAVEPOINT',     'LOCK', 'UNLOCK', 'FLUSH', 'RESET', 'PURGE',     'OPTIMIZE', 'REPAIR', 'ANALYZE', 'CHECK',     'CACHE', 'INDEX', 'VIEW', 'TRIGGER', 'PROCEDURE', 'FUNCTION', 'BEGIN' ];",how to use ast to detect if the query has const disallowedkeywords create alter drop truncate rename grant revoke commit rollback savepoint lock unlock flush reset purge optimize repair analyze check cache index view trigger procedure function begin,2026-03-11 22:08:55,1,38,1
what ODL controller,what odl controller,2025-11-19 14:00:03,1,3,4
where are process.env.DB_HOST?,where are process env db host,2026-03-10 20:27:06,1,6,4
shortcut of minimizing the window,shortcut of minimizing the window,2025-07-13 18:31:19,0,5,4
"Why do researchers need universities?,Educational",why do researchers need universities educational,1514199680,1,6,3
write a sql query to add a column to existing table using join,write a sql query to add a column to existing table using join,2025-12-19 06:53:36,0,13,1
"How can I supervise a careless student?,Educational",how can i supervise a careless student educational,1687923689,1,8,3
this isnt working,this isnt working,2025-12-09 05:30:18,0,3,2
"Why are conference papers so important in computer science (CS)?,Educational",why are conference papers so important in computer science cs educational,1422890167,1,11,3
android.os.FileUriExposedException: file:///storage/emulated/0/test.txt exposed beyond app through Intent.getData(),android os fileuriexposedexception file storage emulated 0 test txt exposed beyond app through intent getdata,2016-07-05 14:51:40,0,15,2
whats wrong with this code,whats wrong with this code,2024-12-17 07:01:44,1,5,2
create a c++ struct that uses std::sort with custom comparator,create a c struct that uses stdsort with custom comparator,2025-02-26 12:01:04,0,10,1
"How to find ways to proofread English in papers,Educational",how to find ways to proofread english in papers educational,1340576630,1,10,3
"Why do professors want to make sure that their notes written on the blackboard will not be published?,Educational",why do professors want to make sure that their notes written on the blackboard will not be published educational,1447631890,1,19,3
achhaaaaaaaaa,achhaaaaaaaaa,2025-12-04 22:09:00,0,1,0
oy,oy,2024-12-22 21:19:00,0,1,0
what is meant by z transformation,what is meant by z transformation,2025-05-30 23:45:31,1,6,4
can you rewrite this whole code with the changes required:,can you rewrite this whole code with the changes required,2025-12-28 19:28:39,1,10,1
terminate called after throwing an instance of 'Exception has occurred: RangeError (index): Invalid value',terminate called after throwing an instance of exception has occurred rangeerror index invalid value,2024-11-30 21:06:34,0,14,2
can u modify this sql query to use window function to rank employees,can u modify this sql query to use window function to rank employees,2025-07-20 20:09:11,1,13,1
what is XFile,what is xfile,2025-12-01 18:53:09,1,3,4
can u create a html page that deploy to heroku,can u create a html page that deploy to heroku,2026-04-13 18:23:26,1,10,1
Done kro,done kro,2025-06-21 15:23:00,1,2,0
"snap changes ID   Status  Spawn                   Ready                   Summary 14   Error   yesterday at 17:39 PKT  yesterday at 17:57 PKT  Install ""android-studio"" snap 15   Error   yesterday at 18:24 PKT  yesterday at 18:39 PKT  Install ""android-studio"" snap 16   Doing   today at 16:53 PKT      -                       Install ""android-studio"" snap",snap changes id status spawn ready summary 14 error yesterday at 17 39 pkt yesterday at 17 57 pkt install android studio snap 15 error yesterday at 18 24 pkt yesterday at 18 39 pkt install android studio snap 16 doing today at 16 53 pkt install android studio snap,2025-08-25 17:01:50,0,50,2
aise hi,aise hi,2025-05-27 11:17:00,0,2,0
Geo,geo,2025-07-19 04:47:00,0,1,0
this isnt working,this isnt working,2025-04-08 11:53:20,0,3,2
"How to deal with constant stress and uncertainty in academia?,Educational",how to deal with constant stress and uncertainty in academia educational,1691934309,1,11,3
"--------------------------------------------------------------------------- ValueError                                Traceback (most recent call last) /tmp/ipykernel_25900/2749896428.py in <cell line: 0>()      16       17     logits = model(X_train)                 # raw outputs ---> 18     loss = loss_fn(logits, y_train)  3 frames /usr/local/lib/python3.12/dist-packages/torch/nn/functional.py in binary_cross_entropy_with_logits(input, target, weight, size_average, reduce, reduction, pos_weight)    3636     if not (target.size() == input.size()): -> 3637         raise ValueError(    3638             f""Target size ({target.size()}) must be the same as input size ({input.size()})""    3639         )  ValueError: Target size (torch.Size([800, 1, 1, 1])) must be the same as input size (torch.Size([800, 1]))",valueerror traceback most recent call last tmp ipykernel 25900 2749896428 py in cell line 0 16 17 logits model x train raw outputs 18 loss loss fn logits y train 3 frames usr local lib python3 12 dist packages torch nn functional py in binary cross entropy with logits input target weight size average reduce reduction pos weight 3636 if not target size input size 3637 raise valueerror 3638 f target size target size must be the same as input size input size 3639 valueerror target size torch size 800 1 1 1 must be the same as input size torch size 800 1,2026-04-22 17:04:27,0,104,2
"backgroundImage: Image.asset(contacts['image']!), what's the error",backgroundimage image asset contacts image what s the error,2025-10-08 09:21:03,0,9,2
Shittttttttttttttttt,shittttttttttttttttt,2025-09-23 09:43:00,0,1,0
G bismilah,g bismilah,2025-08-23 09:55:00,0,2,0
sherr,sherr,2025-07-03 19:01:00,0,1,0
"How should I respond to a worrying email from an ex student?,Educational",how should i respond to a worrying email from an ex student educational,1582689562,1,13,3
bharoosa rakho,bharoosa rakho,2025-09-04 17:07:00,0,2,0
G,g,2025-10-27 12:09:00,0,1,0
"Googling my name reveals silly things from when I was younger. I am embarassed. How will this affect me in my future academic career?,Educational",googling my name reveals silly things from when i was younger i am embarassed how will this affect me in my future academic career educational,1537539641,1,25,3
"Problem 8 - Divide and Conquer 	 C++ code required					( 5+5= 10 Points) Measure Entropy(Disorderness) in the data: It is the measure with which we can find out how far is the data from being in order. Formally speaking two elements make a disorderness pair if A[i] > A[j] for i < j (if an element A[i] which appear first at i’th index in a an array is greater than an element A[j] which comes after i’th index at j’th index).  Example: Let us say if we have an array A = {3, 10, 2, 5, 15}, it has the following disordered pairs Ps = {(3, 2), (10, 2), (10, 5)} resulting in an entropy value of 3.  Which sequence of N element will generate the maximum entropy? How much will be the value of entropy for such sequence, Tell the exact answer?  Write an algorithm which finds the entropy value for a given array. Your Algorithm must run in O(N Log N) times.",problem 8 divide and conquer c code required 55 10 points measure entropydisorderness in the data it is the measure with which we can find out how far is the data from being in order formally speaking two elements make a disorderness pair if ai aj for i j if an element ai which appear first at ith index in a an array is greater than an element aj which comes after ith index at jth index example let us say if we have an array a 3 10 2 5 15 it has the following disordered pairs ps 3 2 10 2 10 5 resulting in an entropy value of 3 which sequence of n element will generate the maximum entropy how much will be the value of entropy for such sequence tell the exact answer write an algorithm which finds the entropy value for a given array your algorithm must run in on log n times,2026-03-31 00:32:00,1,158,1
implement a rest api with implement oauth2 login in node.js,implement a rest api with implement oauth2 login in nodejs,2025-01-01 01:00:08,0,10,1
what if I copy all the same things in enp0s3 in enp0s8,what if i copy all the same things in enp0s3 in enp0s8,2025-11-22 16:57:05,1,12,4
"how to create a virtual interface in c++, explain step by step?",how to create a virtual interface in c explain step by step,2025-09-17 18:29:42,1,12,1
what is meant by grouping by ocean_proximity,what is meant by grouping by ocean proximity,2026-02-04 14:46:23,1,8,4
how to create an array of random numbers a to b without repition,how to create an array of random numbers a to b without repition,2025-11-20 17:12:17,1,13,1
use axios to implement routing in react,use axios to implement routing in react,2026-01-27 09:07:09,0,7,1
"I got a paper to review from a journal that had rejected my earlier works, how to respond?,Educational",i got a paper to review from a journal that had rejected my earlier works how to respond educational,1479929762,1,19,3
whats the error in this code,whats the error in this code,2025-10-07 21:50:25,1,6,2
what is bounded context?,what is bounded context,2026-04-02 23:34:07,1,4,4
"How can a layman easily get the consensus view of what academia *thinks* about a subject?,Educational",how can a layman easily get the consensus view of what academia thinks about a subject educational,1557620704,1,17,3
"How to proceed when graduate advisor treats me terribly, possibly because of age?,Educational",how to proceed when graduate advisor treats me terribly possibly because of age educational,1512494068,1,14,3
what is the formula to check if a given graph is sparse or not,what is the formula to check if a given graph is sparse or not,2025-12-24 12:55:10,1,14,4
"How do I articulate my grade dispute in a letter of complaint (student grievance)?,Educational",how do i articulate my grade dispute in a letter of complaint student grievance educational,1591319979,1,15,3
Nothing,nothing,2025-05-27 11:17:00,0,1,0
chhhhhhhh,chhhhhhhh,2025-08-22 21:51:00,0,1,0
"How can I oppose my advisor granting gift authorship to a collaborator?,Educational",how can i oppose my advisor granting gift authorship to a collaborator educational,1567419482,1,13,3
what is meany by divergence-free or curl-free?,what is meany by divergence free or curl free,2025-05-30 23:15:18,1,9,4
What is the difference between null and undefined in JavaScript?,what is the difference between null and undefined in javascript,2011-02-22 15:30:10,1,10,2
"Why do lecturers not just assume all students have read the book?,Educational",why do lecturers not just assume all students have read the book educational,1531381209,1,13,3
"How can I find out if someone really holds a doctoral degree?,Educational",how can i find out if someone really holds a doctoral degree educational,1442770280,1,13,3
is building chess in c++ is difficult than database,is building chess in c is difficult than database,2024-10-23 19:29:00,1,9,1
write a c program to use epoll for socket multiplexing,write a c program to use epoll for socket multiplexing,2025-07-11 02:24:31,0,10,1
flutter basic code,flutter basic code,2025-10-15 16:20:45,0,3,1
what will happen if I try to write vector in file using file.write,what will happen if i try to write vector in file using file write,2025-12-08 23:26:09,1,14,4
Lgta to thk ha,lgta to thk ha,2025-03-22 17:27:00,0,4,0
give me a python code example for renames all files in a directory,give me a python code example for renames all files in a directory,2026-03-28 17:30:14,0,13,1
what is hypothesis class?,what is hypothesis class,2026-03-30 13:14:11,1,4,4
how to overwrite at null character in c string,how to overwrite at null character in c string,2024-11-09 17:37:08,1,9,1
How do I fix a Git detached head?,how do i fix a git detached head,2012-04-19 18:07:05,1,8,2
"Why do so many PhDs choose to join academia instead of industry given the pay in academia is considerably lower and the workload is much heavier?,Educational",why do so many phds choose to join academia instead of industry given the pay in academia is considerably lower and the workload is much heavier educational,1548915329,1,27,3
Mast plan ha,mast plan ha,2024-06-06 11:47:00,0,3,0
what are emulators?,what are emulators,2026-02-02 11:45:22,1,3,4
implement uses bottom navigation with 4 tabs in flutter using provider,implement uses bottom navigation with 4 tabs in flutter using provider,2024-10-24 23:27:33,0,11,1
what is meant by server=instance + database?,what is meant by server instance database,2025-05-12 23:21:54,1,7,4
"How to proceed when a mathematical result contradicts existing literature?,Educational",how to proceed when a mathematical result contradicts existing literature educational,1511866228,1,11,3
use numpy to uses multiprocessing to parallelize tasks,use numpy to uses multiprocessing to parallelize tasks,2025-07-07 08:37:10,0,8,1
OYEEEEE,oyeeeee,2025-03-13 13:07:00,0,1,0
what is buffering at output port,what is buffering at output port,2025-12-15 23:13:28,1,6,4
void dispose() {     _fixturesSubscription?.cancel();     _resultsSubscription?.cancel();     _pageController.dispose();     _daySelectorController.dispose();     super.dispose();   }  explain this,void dispose fixturessubscription cancel resultssubscription cancel pagecontroller dispose dayselectorcontroller dispose super dispose explain this,2025-11-30 14:47:27,1,14,2
Uni,uni,2025-11-06 07:18:00,0,1,0
"Student wants to show everybody how much he knows,Educational",student wants to show everybody how much he knows educational,1447425494,0,10,3
Run/install/debug Android applications over Wi-Fi?,run install debug android applications over wi fi,2011-02-04 07:23:38,1,8,2
write a sql query to create a table with foreign key using join,write a sql query to create a table with foreign key using join,2025-05-04 23:21:06,0,13,1
can you please rewrite the whole ofs_implementation.h with the new changes of just reading and writing encryption and decryption without making any change in other functionalities,can you please rewrite the whole ofsimplementationh with the new changes of just reading and writing encryption and decryption without making any change in other functionalities,2025-11-17 19:58:19,1,26,1
why this isnt working,why this isnt working,2025-01-22 17:22:29,1,4,2
&quot;Conversion to Dalvik format failed with error 1&quot; on external JAR,quot conversion to dalvik format failed with error 1 quot on external jar,2010-04-21 11:47:05,0,13,2
yes my sister,yes my sister,2025-11-30 23:43:00,0,3,0
Pushing to Git returning Error Code 403 fatal: HTTP request failed,pushing to git returning error code 403 fatal http request failed,2011-09-16 03:45:59,0,11,2
evaluate the model accuracy using perform transfer learning,evaluate the model accuracy using perform transfer learning,2025-12-23 01:02:28,0,8,1
real life examples of imposter syndrome,real life examples of imposter syndrome,2024-11-02 21:06:17,0,6,4
arha,arha,2025-05-16 08:09:00,0,1,0
what are the important things that should be known about triple integrals,what are the important things that should be known about triple integrals,2025-05-30 23:01:11,1,12,4
I.A,ia,2025-08-20 21:55:00,0,1,0
implement a simple shell that implement a simple shell,implement a simple shell that implement a simple shell,2025-10-20 00:46:12,0,9,1
"I am a PhD student and hate it here. How can I warn prospective students during admit weekend without ruining my reputation?,Educational",i am a phd student and hate it here how can i warn prospective students during admit weekend without ruining my reputation educational,1423555492,1,23,3
"_displaytext is null:             Text(), whats the error",displaytext is null text whats the error,2025-10-20 17:39:28,0,7,2
Khush rho 👍,khush rho,2026-03-15 18:50:00,0,2,0
implement a detect cycle in linked list data structure,implement a detect cycle in linked list data structure,2026-03-12 18:14:20,0,9,1
int main(){     int* arr = new int[5]{};     delete &arr[6]; }  is this correct =??,int main int arr new int 5 delete arr 6 is this correct,2025-11-29 12:36:10,1,13,2
"here if ryu is in attack mode i set the box of whole png that is determined by the get_box() according the attack user has done that has the attack sprite  and this remains until the attck_status of that player is true and when it becomes false it come back to its normal motion in which i have set the sit box and jump box and further sprites in the whole png, but there is a small problem in",here if ryu is in attack mode i set the box of whole png that is determined by the get box according the attack user has done that has the attack sprite and this remains until the attck status of that player is true and when it becomes false it come back to its normal motion in which i have set the sit box and jump box and further sprites in the whole png but there is a small problem in,2025-05-19 23:37:21,0,81,2
"How generous should I be with citations?,Educational",how generous should i be with citations educational,1433010707,1,8,3
Hanan,hanan,2026-04-16 22:10:00,0,1,0
"Exception has occurred: ModuleNotFoundError No module named 'matplotlib'   File ""/home/hanan/Projects/python/test.py"", line 1, in <module>     import numpy, pandas, matplotlib, seaborn, sklearn, scipy ModuleNotFoundError: No module named 'matplotlib'",exception has occurred modulenotfounderror no module named matplotlib file home hanan projects python test py line 1 in module import numpy pandas matplotlib seaborn sklearn scipy modulenotfounderror no module named matplotlib,2025-08-21 11:36:17,0,31,2
"Create a straight line dataset using the linear regression formula (weight * X + bias). Set weight=0.3 and bias=0.9 there should be at least 100 datapoints total. Split the data into 80% training, 20% testing. Plot the training and testing data so it becomes visual.",create a straight line dataset using the linear regression formula weight x bias set weight03 and bias09 there should be at least 100 datapoints total split the data into 80 training 20 testing plot the training and testing data so it becomes visual,2026-04-21 20:59:20,0,43,1
What happen,what happen,2025-05-27 11:04:00,1,2,0
Fixed digits after decimal with f-strings,fixed digits after decimal with f strings,2017-07-25 22:41:20,0,7,2
write a c++ program to implement breadth first search,write a c program to implement breadth first search,2025-08-27 16:09:01,0,9,1
the program is run like this in vscode termial but when i directly try to run the python file it gives the following error: hanan@hanan-ThinkBook:~/Projects$  /usr/bin/env /bin/python3 /home/hanan/.vscode/extensions/ms-python.debugpy-2025.10.0-linux-x64/bundled/libs/debugpy/adapter/../../debugpy/launcher 58977 -- /home/hanan/Projects/python/llama.py,the program is run like this in vscode termial but when i directly try to run the python file it gives the following error hanan hanan thinkbook projects usr bin env bin python3 home hanan vscode extensions ms python debugpy 2025 10 0 linux x64 bundled libs debugpy adapter debugpy launcher 58977 home hanan projects python llama py,2025-07-15 16:29:31,0,58,2
"How to negotiate with referees of your paper,Educational",how to negotiate with referees of your paper educational,1363185066,1,9,3
Tahir bhai,tahir bhai,2025-06-18 21:17:00,0,2,0
Jeoo,jeoo,2025-06-21 14:16:00,0,1,0
what is lost update problem,what is lost update problem,2026-04-01 01:20:44,1,5,4
example of a graph which is neither sparse nor dense,example of a graph which is neither sparse nor dense,2024-12-24 11:55:41,0,10,4
write a sql trigger to get all employees with salary > 60000,write a sql trigger to get all employees with salary 60000,2025-12-28 23:51:45,0,11,1
id does not go to this line: Stack<vector<int>> q; it gives this error even without entering the function,id does not go to this line stack vector int q it gives this error even without entering the function,2025-09-19 16:32:55,0,20,2
"After the catch block has handled the exception, where does program execution resume?",after the catch block has handled the exception where does program execution resume,2025-05-27 11:39:59,1,13,2
why this isnt working,why this isnt working,2024-12-06 23:55:15,1,4,2
boojh in english,boojh in english,2024-11-02 22:03:27,0,3,4
Naii😂,naii,2025-06-23 16:08:00,0,1,0
what if I want all the tables that are being accessed?,what if i want all the tables that are being accessed,2026-03-11 01:26:37,1,11,4
2020 twitter hack,2020 twitter hack,2024-11-29 23:20:10,0,3,4
it is giving runtime crash from starting on every thing i told,it is giving runtime crash from starting on every thing i told,2025-11-13 23:47:43,0,12,2
what is a transformer,what is a transformer,2025-03-11 21:51:18,1,4,4
is there any built-in function to place np.nan at 3 random positions in data frame,is there any built in function to place np nan at 3 random positions in data frame,2024-11-21 10:23:40,1,17,4
Done,done,2025-07-29 13:19:00,1,1,0
when we can apply regular 2PL on a schedule?,when we can apply regular 2pl on a schedule,2026-04-01 09:18:09,1,9,4
can u create a flutter screen that uses bottom navigation with 4 tabs,can u create a flutter screen that uses bottom navigation with 4 tabs,2025-08-30 16:41:48,1,13,1
what are the famous status codes from API,what are the famous status codes from api,2025-12-17 11:55:11,1,8,4
how to displays a grid of images in flutter,how to displays a grid of images in flutter,2025-03-10 18:18:24,1,9,1
"How to avoid the repetition of &quot;I&quot; while writing a cover letter for an academic job?,Educational",how to avoid the repetition of i while writing a cover letter for an academic job educational,1380791974,1,17,3
what is semi permanent TCP connection in BGP,what is semi permanent tcp connection in bgp,2025-12-16 00:12:56,1,8,4
"How to stop feeling guilty about unfinished work?,Educational",how to stop feeling guilty about unfinished work educational,1394415543,1,9,3
"How to publish an academic book but make the PDF freely available online?,Educational",how to publish an academic book but make the pdf freely available online educational,1337570165,1,14,3
"How to explain that I do not want to visit a country due to personal safety concern?,Educational",how to explain that i do not want to visit a country due to personal safety concern educational,1552580854,1,18,3
is there any problem in this e.salary BETWEEN j.min_salary AND j.max_salary,is there any problem in this e salary between j min salary and j max salary,2025-02-26 19:33:15,1,16,2
what should i do to unallocated space such that i can install ubuntu along with windows,what should i do to unallocated space such that i can install ubuntu along with windows,2025-07-02 20:38:10,1,16,4
"CREATE TABLE IF NOT EXISTS students (     ->   id INT AUTO_INCREMENT PRIMARY KEY,     ->   name VARCHAR(100) NOT NULL,     ->   email VARCHAR(100) UNIQUE NOT NULL,     ->   course VARCHAR(50) NOT NULL,     ->   semester INT NOT NULL,     ->   created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP     -> ); ERROR 1046 (3D000): No database selected",create table if not exists students id int auto increment primary key name varchar 100 not null email varchar 100 unique not null course varchar 50 not null semester int not null created at timestamp default current timestamp error 1046 3d000 no database selected,2025-11-22 19:02:24,0,44,2
is opera better than chromium?,is opera better than chromium,2025-07-12 13:27:40,1,5,4
i wantt to make a script that opens a link in vivaldi browser,i wantt to make a script that opens a link in vivaldi browser,2025-07-13 13:41:44,0,13,1
Ch agli bhi sun,ch agli bhi sun,2025-06-19 13:29:00,0,4,0
what is meant by inverse laplace transform?,what is meant by inverse laplace transform,2025-05-30 23:39:13,1,7,4
what does SAL do?,what does sal do,2026-04-04 09:40:41,1,4,4
"How to deal with a cynical class?,Educational",how to deal with a cynical class educational,1552486944,1,8,3
Ap dhillon,ap dhillon,2025-07-31 15:46:00,0,2,0
"How to get people to reply to emails and what to make of a no response?,Educational",how to get people to reply to emails and what to make of a no response educational,1431942903,1,17,3
what if my server.js is using student_db,what if my server js is using student db,2025-11-24 13:06:47,1,9,4
"How to overcome discouragement on finding major error in work just before paper submission?,Educational",how to overcome discouragement on finding major error in work just before paper submission educational,1443997195,1,15,3
excuse me,excuse me,2025-03-15 04:04:00,0,2,0
"Why do faculty use the software &quot;Blackboard&quot;?,Educational",why do faculty use the software blackboard educational,1440645547,1,8,3
SLF4J: Failed to load class &quot;org.slf4j.impl.StaticLoggerBinder&quot;,slf4j failed to load class quot org slf4j impl staticloggerbinder quot,2011-09-15 00:03:46,0,11,2
srand,srand,2025-05-09 15:33:51,0,1,4
Han yeh theek ha,han yeh theek ha,2025-05-22 21:19:00,0,4,0
how to backup database using mysqldump in sql,how to backup database using mysqldump in sql,2025-07-21 13:34:07,1,8,1
whats the difference between linear and logistic regression?,whats the difference between linear and logistic regression,2026-03-29 18:30:29,1,8,4
"I&#39;m a professor being mistaken for a grad student, how to handle this?,Educational",i 39 m a professor being mistaken for a grad student how to handle this educational,1552533656,1,16,3
code based problems,code based problems,2025-12-23 14:11:26,0,3,1
ALTER USER 'root'@'localhost' IDENTIFIED WITH mysql_native_password BY 'hanan'; ERROR 1524 (HY000): Plugin 'mysql_native_password' is not loaded,alter user root localhost identified with mysql native password by hanan error 1524 hy000 plugin mysql native password is not loaded,2025-11-24 13:11:28,0,21,2
how to write tick in cout,how to write tick in cout,2024-11-23 22:59:09,1,6,1
error: git fatal: the remote end hung up unexpectedly,error git fatal the remote end hung up unexpectedly,2025-09-11 19:09:04,0,9,2
why there is no single level failure,why there is no single level failure,2025-11-19 14:03:39,1,7,2
